Compartment,Data
Dead,"[0.21030072769124084, 0.2287801672630078, 0.24881584247697008, 0.2705260320971943, 0.29403624222429714, 0.31947864052228936, 0.34699063091858084, 0.3767174800519624, 0.4088105526113539, 0.44342212246671053, 0.48071278831736963, 0.5208488995931675, 0.5639924848928297, 0.6103053572801134, 0.6599429415107743, 0.7130716263187269, 0.7698655465490578, 0.8304397951050282, 0.8949064735239496, 0.9633776833431522, 1.03593812331677, 1.112607977988981, 1.1935819411865278, 1.2787548632930275, 1.3679819749030404, 1.4611185066112107, 1.5580196890121378, 1.658540752700432, 1.762394589791036, 1.8691265949277671, 1.9785191866655971, 2.0898866565197203, 2.202522199803333, 2.3157190118298416, 2.428770287912336, 2.5409692233643213, 2.651609013498941, 2.760037191046507, 2.8651071901050855, 2.9652558565292964, 3.0597455997362246, 3.1478845630684376, 3.2289808898686942, 3.302342723479427, 3.3672782072434657, 3.4230954845033637, 3.469102698601745, 3.5046514457888094, 3.5300175166425873, 3.5444065457833744, 3.547781454574306, 3.540579964059347, 3.523239795282322, 3.496198669287125, 3.459894307117608, 3.414764429817737, 3.3612467584313634, 3.2997790140021124, 3.2307982203476087, 3.155082684411653, 3.0743589780407348, 2.989455970133548, 2.9009459896379326, 2.809401365501799, 2.7153944266729013, 2.6194975020991933, 2.522282920728486, 2.4243230115087044, 2.326190103387489, 2.2284565253130495, 2.13169460623277, 2.036289240310225, 1.94239323527745, 1.8508552992300906, 1.761789760509373, 1.6752574114228764, 1.5913190442782366, 1.5100354513829473, 1.4314674250446444, 1.355675757570907, 1.2827212412693996, 1.2126646684475872, 1.1455668314131344, 1.0814885224736486, 1.0205491220027625, 0.9626487420627257, 0.9074103670247098, 0.8547656479308898, 0.8046567794739019, 0.7570259563465243, 0.711815373241393, 0.6689672248513432, 0.6284237058689257, 0.5901270109869756, 0.554019334898129, 0.5200428722951642, 0.4881398178707457, 0.4582523663175948, 0.4302765919237288, 0.4038059653556445, 0.3787373744356728, 0.3550411285003463, 0.33267341903101055, 0.3115904375091816, 0.2917483754160912, 0.2731034242332555, 0.25561177544199154, 0.23922962052370167, 0.2239131509598451, 0.20961855823168207, 0.19630203382072864, 0.18391976920827346, 0.17232698685847936, 0.16134852192661242, 0.15099944975369795, 0.14125740490970884, 0.13209999896025693, 0.12350484347072666, 0.11544955000670143, 0.10791173013365096, 0.10086899541715866, 0.09429895742260896, 0.08817922771564213, 0.08248741786169944, 0.07720113942627904, 0.07227735612084984, 0.06762829257866088, 0.06324827506369957, 0.05912850768663702, 0.05525920592586431, 0.05163058525994302, 0.04823286116746317, 0.04505624912687267, 0.04209096461673312, 0.03932722311557768, 0.036755240101939535, 0.03436523105429501, 0.03214741145123412, 0.030085119875309374, 0.02812615883755143, 0.02628816334708972, 0.024570022562386384]"
Infected,"[1.0, 1.0880979417858456, 1.183659538416933, 1.2872620318500947, 1.3995170998918427, 1.5210709702702179, 1.6526037786464862, 1.7948290277561585, 1.9484924221548723, 2.114367362067129, 2.2932527199452757, 2.4859706354217113, 2.693362138967901, 2.916268907344159, 3.1555321559147167, 3.4119831623531414, 3.6864338585793335, 3.9796764576348393, 4.292421068763062, 4.6252924594902245, 4.978830055625375, 5.353468316262991, 5.7494716131509, 6.167007487527993, 6.605989646353301, 7.066059304358117, 7.546585184045979, 8.046663515692691, 8.565118037346288, 9.100491774664851, 9.650850788127018, 10.213805450718857, 10.786629375708104, 11.366260719622053, 11.949302182247576, 12.532021006631114, 13.110348979078674, 13.679882429155862, 14.23611728804451, 14.774491923376832, 15.289786170270407, 15.777081840761507, 16.23180805862021, 16.649741259350414, 17.027005190189815, 17.36007091010993, 17.645756789816087, 17.88122851174743, 18.064035178315095, 18.192788716885147, 18.26707060466118, 18.286964449770664, 18.253061941694366, 18.16646285126633, 18.028775030673902, 17.842114413457697, 17.609105014511652, 17.332878930082952, 17.017076337772142, 16.665817301178667, 16.282656917061125, 15.871463812296074, 15.436358579120306, 14.981275615774264, 14.509963126502068, 14.025983121551466, 13.532711417173926, 13.033337635624525, 12.530865205162016, 12.028111360048841, 11.527707140551072, 11.032097392938441, 10.543473676136214, 10.063462392931024, 9.593396298907585, 9.134458556813218, 8.687682922703619, 8.253953745942862, 7.834005969203395, 7.4284251284660305, 7.037647353019971, 6.661959365462766, 6.301498481700399, 5.956252610947139, 5.626060255725694, 5.310675167360595, 5.0098823047902385, 4.72336190529482, 4.450770447581128, 4.191744051758016, 3.945898479336408, 3.7128291332292913, 3.492111057751724, 3.2832989386208307, 3.085927102955804, 2.8995095192778897, 2.7235397975104307, 2.5574911889788168, 2.400816586410497, 2.253008565651366, 2.1136905340395904, 1.9824741298885769, 1.8589771703730984, 1.7428242716045361, 1.6336468486308835, 1.5310831154367421, 1.434778084943329, 1.344383569008465, 1.2595581784265857, 1.1799673229287395, 1.1052832111825794, 1.0351848507923715, 0.9693580482989942, 0.9075438298536129, 0.8495546441163205, 0.7951821449066502, 0.7442245371640656, 0.6964866790392817, 0.6517800818942643, 0.6099229103022313, 0.5707399820476512, 0.5340627681262438, 0.49972939274498007, 0.4675846333220838, 0.43747992048702683, 0.4092733380805356, 0.38283775453070673, 0.3580765142988973, 0.3348950719536288, 0.3132019082437524, 0.2929087584245576, 0.273930612257773, 0.256185714011565, 0.239595562460539, 0.22408491088573876, 0.2095817670746471, 0.1960173933211844, 0.1833263064257102, 0.17144627769502296, 0.16031988566532515, 0.1499095875780093, 0.1401730484758847, 0.13106691401323442]"
Dead,"[0.2075069145763953, 0.22571026065530098, 0.2454456324207726, 0.2668297445027069, 0.28998643071427277, 0.3150464429177988, 0.3421456107952128, 0.3714276305123989, 0.4030429093398431, 0.4371428949846634, 0.4738864584877738, 0.5134400979734361, 0.5559664173838064, 0.601627696963349, 0.6505819559158148, 0.702990585963188, 0.7590371217212839, 0.8188430192982308, 0.8825236605431268, 0.9501944273050658, 1.021957958693239, 1.097819374224354, 1.1779925161146263, 1.262414301916193, 1.3509486261548815, 1.4434593833564424, 1.5398104680466531, 1.6398657747513568, 1.7434094097600656, 1.849942549655534, 1.9593250448146193, 2.0709223213862025, 2.184036005496157, 2.2979677232701263, 2.4120191008340797, 2.5254917643136636, 2.637687339834571, 2.7479350014916903, 2.8553433438974025, 2.9582229079831137, 3.05573088741491, 3.1471654138590353, 3.23182461898174, 3.3090066344491404, 3.3780095919276505, 3.4381316230834784, 3.488670859582527, 3.5289254330913593, 3.5588897753582387, 3.578177826717848, 3.5862886021778166, 3.583647201579339, 3.570679154392238, 3.547809990086364, 3.5154652381317817, 3.4740704279981998, 3.4240510891555687, 3.3658327510736967, 3.299840943223046, 3.226617518623698, 3.1477377095905723, 3.0643582422268167, 2.9770610662981767, 2.8864229761816773, 2.7930207662546422, 2.69743123089404, 2.6002311644770657, 2.5019973613808304, 2.403306615982416, 2.304735722659075, 2.206861475788031, 2.1102180300088946, 2.0148186121441256, 1.9215250688591539, 1.830649579348517, 1.7422560983806648, 1.6564085807239906, 1.5731709811470012, 1.4926072544180897, 1.414781355305763, 1.3397572385783008, 1.26759885900438, 1.198370171352252, 1.132135130390452, 1.0689697866475285, 1.0089869206211404, 0.9517924187278481, 0.8972341867008424, 0.8452543430875323, 0.7957950064354122, 0.7487982952918628, 0.70420632820435, 0.6619612237202261, 0.6220051003870424, 0.5842800767520941, 0.5487282713629611, 0.5152918027668818, 0.48391278951149275, 0.454531991220648, 0.4268805805764089, 0.40065967845185924, 0.3758467303568409, 0.35239805667413293, 0.33026997778651435, 0.3094188140766789, 0.289800885927491, 0.271372513721559, 0.2540900178417189, 0.23790971867069288, 0.22278793659123153, 0.2086809919861139, 0.19554520523806218, 0.1833225220986776, 0.17178381054145575, 0.16087491284838507, 0.15059376134175295, 0.14091777890266144, 0.1318243884123831, 0.12329101275210519, 0.1152950748029582, 0.10781399744618625, 0.10082520356294822, 0.09430611603451666, 0.08823415774196519, 0.08258675156653794, 0.07734076655080457, 0.07242526507903335, 0.06778232480465363, 0.06340948936215796, 0.05929691792249514, 0.05543476965661398, 0.05181320373537801, 0.048422379329792875, 0.04525245561075053, 0.042293591749171355, 0.03953594691597573, 0.03696968028216929, 0.03458495101855874, 0.03237191829617814, 0.03030301107349942, 0.028336443528473865, 0.026495738428309323]"
Infected,"[1.0, 1.088603994975564, 1.1847536936761727, 1.2890349178194915, 1.4020683877603495, 1.5245097556642342, 1.6570488697044348, 1.8004092126629772, 1.9553463747766267, 2.1226434597426165, 2.3031085412344963, 2.4975729532321997, 2.706884756382064, 2.931891067461615, 3.1734373004246983, 3.4323548209064554, 3.7094568503356506, 4.005527388649403, 4.321262837286529, 4.6572703620389, 5.014067893051438, 5.392054370190265, 5.791462063088122, 6.21240622265929, 6.654731863891233, 7.118003994004095, 7.601507612450652, 8.10424771091635, 8.624949273319302, 9.162040119274044, 9.713425382694297, 10.276579459672663, 10.848640877153432, 11.426412308547363, 12.006360573731678, 12.58461663905003, 13.156975617312611, 13.71889676779597, 14.265895951289492, 14.793159832189898, 15.295468298755587, 15.767963578994834, 16.206152717953202, 16.605907577713534, 16.963464837395964, 17.27542599315791, 17.538757358194065, 17.750790062736428, 17.909335643618174, 18.013445603012524, 18.062957649356093, 18.058209728801376, 18.000046214823147, 17.889817908218454, 17.72938203710662, 17.521102256929247, 17.267848650450215, 16.972997727755683, 16.640432426254083, 16.27431561786754, 15.87810876747437, 15.455942972177406, 15.011896120057294, 14.54985248656617, 14.073502734527668, 13.586343914136938, 13.091679462960595, 12.592619205936774, 12.092079355375086, 11.592782510956644, 11.097257659734126, 10.60783866613109, 10.126483910807272, 9.65462482912924, 9.193501254931126, 8.74420372141586, 8.30767346115517, 7.884702406089584, 7.47593318752844, 7.0818591361498635, 6.702824282000771, 6.339023354496903, 5.990501782422778, 5.657155693931729, 5.33874011447231, 5.035027042416882, 4.745726001589885, 4.470493572722461, 4.208966449300945, 3.9607614375668594, 3.7254754565169215, 3.5026855379030315, 3.291948826232291, 3.0928025787669853, 2.9047641655245964, 2.727331069277783, 2.5599808855544097, 2.4021713226375194, 2.253351524089415, 2.113103320145559, 1.9810453788903246, 1.8567910253289506, 1.7399607158643344, 1.6301820382970347, 1.5270897118252673, 1.430325587044909, 1.3395386459494945, 1.2543850019302198, 1.1745278997759376, 1.0996377156731607, 1.0293919572060661, 0.9634752633564803, 0.9015996257589517, 0.8435705543212962, 0.7891818893078033, 0.7382302745810758, 0.6905190399721983, 0.6458582012807362, 0.6040644602747355, 0.5649612046907244, 0.528378508233712, 0.49415313057718724, 0.46212851736312244, 0.4321548002019694, 0.4040887966726601, 0.37779792421763947, 0.3531816969095782, 0.3301459855098798, 0.30859891233581405, 0.2884518769016961, 0.2696195559188865, 0.25201990329579127, 0.2355741501378617, 0.2202068047475946, 0.20584565262453228, 0.19242175646526208, 0.17986945616341737, 0.16812636880967577, 0.15713414764715303, 0.1468534837502604, 0.1372432719761874, 0.1282600586789291, 0.11986311553036215]"
Dead,"[0.2067517437274263, 0.22513630720464198, 0.24508906309900225, 0.26673099662714816, 0.2901907850868205, 0.31560386759869274, 0.3431114747872803, 0.37286325859339886, 0.40501485935553294, 0.4397232266905209, 0.4771554638312927, 0.5174824484840372, 0.5608723709229535, 0.6074933812664023, 0.6575048657884297, 0.7110926309079213, 0.7684211283970921, 0.8296139442494201, 0.894794432020678, 0.9640859452666959, 1.0375448287752231, 1.115288652147406, 1.197430132484664, 1.283847393298938, 1.3744151245231961, 1.4690080160902816, 1.5675007579331712, 1.6697543018878385, 1.7752882941051737, 1.8839630234018756, 1.9952770155903252, 2.1085284029806033, 2.223015317882684, 2.338035892606751, 2.4528882594627603, 2.5668705507609175, 2.679289963666996, 2.7893424038532473, 2.8953496839548976, 2.9963337344410235, 3.0915380509694543, 3.1802061291979697, 3.2615814647845838, 3.33490755338682, 3.3994278906628352, 3.4543859722703303, 3.4990266652894917, 3.5333694000100024, 3.5567398024878116, 3.568700664792246, 3.5696521663098792, 3.5599944864272857, 3.5401278045310676, 3.5104523000077705, 3.471368152244125, 3.4232755406266904, 3.36657464454197, 3.301665643376424, 3.229263111509894, 3.151100811747085, 3.0680941558529327, 2.98086203784311, 2.890023357635201, 2.7961970151467597, 2.7000019102954127, 2.602056942998786, 2.502981013174235, 2.4033930207396565, 2.3039118656125197, 2.2051564477102374, 2.1074505430497084, 2.011131245156008, 1.9171052697490722, 1.825473770426953, 1.7363155373408574, 1.6497093606418503, 1.5657340304810532, 1.4844683370096163, 1.4059910703786613, 1.3303810207393383, 1.257716978242712, 1.1880777330399042, 1.1215420752822922, 1.0582479044015543, 0.9980242870995255, 0.9405717830039748, 0.8858277295348955, 0.8337313086111067, 0.7842217021514273, 0.7372380920747901, 0.6927196602999572, 0.6506055887458615, 0.6108350593312935, 0.5733472539751574, 0.5380813545962724, 0.5049765431134574, 0.47397097973512814, 0.4448336329983249, 0.41724088797150216, 0.39113636271599717, 0.36647453260724205, 0.3432098730208111, 0.3212968593323069, 0.3006899669171048, 0.28134367115086434, 0.26321244740904604, 0.2462507710671673, 0.23041311750085924, 0.21565396208546872, 0.20192778019668367, 0.18917180495989783, 0.17712288538808707, 0.1657359237629521, 0.15501362369198546, 0.14493157097547282, 0.13546535141367144, 0.12659055080683856, 0.1182827549551746, 0.11051754965899363, 0.10327052071846765, 0.09651725393393917, 0.09023333510555176, 0.08439435003364792, 0.07897119546530007, 0.07387686092818058, 0.0690736594895327, 0.06455486009429023, 0.06030991121318152, 0.056328261316792805, 0.052599358875909275, 0.049112652361174014, 0.04585759024325853, 0.04282362099294801, 0.040000193080828694, 0.03737675497760051, 0.03494275515399181, 0.032686887610083204, 0.030556657917145458, 0.028546821100974284, 0.026668499581717242, 0.024913668144421308, 0.023274301574076617]"
Infected,"[1.0, 1.0866364308787564, 1.180480804461837, 1.2820785895920204, 1.3920066400757158, 1.5108732315475686, 1.6393171875184647, 1.7780068558501743, 1.927640186372304, 2.0889390226043796, 2.2626473403655862, 2.449525305789913, 2.650354060352485, 2.865915956153879, 3.0969836179450616, 3.3443199431273967, 3.608662546035974, 3.890720133082759, 4.191167077082084, 4.510575650042871, 4.849414138699228, 5.208046844510458, 5.586730596644954, 5.98552271598076, 6.404359542670238, 6.842946385884379, 7.3007013778744145, 7.776755473971815, 8.269952452588289, 8.778848915215788, 9.301714579344134, 9.836566496182026, 10.380835232588106, 10.931546711988489, 11.48548703177357, 12.039202463298015, 12.58899945188079, 13.13094461680511, 13.66086475131852, 14.174346822632806, 14.666906238237386, 15.134427401272244, 15.572236640070724, 15.976016061316248, 16.34191648302219, 16.66655743453187, 16.947027156518562, 17.180882600985477, 17.36614943126578, 17.50132202202258, 17.58536345924895, 17.617715655684286, 17.598745972785682, 17.529785947560633, 17.412514494963627, 17.248920159071115, 17.041301113081506, 16.792265159315164, 16.504729729214418, 16.18192188334355, 15.827378311388818, 15.444945332158406, 15.038750730521068, 14.612235369165777, 14.168827423131045, 13.712057029689944, 13.245238464006652, 12.771470139136428, 12.293634606025641, 11.814398553511746, 11.336212808323332, 10.861312335080008, 10.391716236292607, 9.929227752362895, 9.475434261583912, 9.031707280139637, 8.599231116448276, 8.17889288160008, 7.771294836092285, 7.376939107151457, 6.996230946437981, 6.629478730046071, 6.276893958503775, 5.938591256772946, 5.614588374249296, 5.304806184762309, 5.0090686865753655, 4.727103002385607, 4.458539379324024, 4.2029262378811865, 3.959873432913303, 3.7290274822957947, 3.510024372392071, 3.302489521735799, 3.106037781030906, 2.9202734331515754, 2.744790193142251, 2.57917120821763, 2.4229890577626736, 2.275805753332594, 2.1371727386528736, 2.006630889619237, 1.8837105142976778, 1.7679313529244434, 1.6588025779060465, 1.5558929040358938, 1.4590478193806857, 1.3679818166109279, 1.2823962851330388, 1.2020010309898397, 1.1265142768605538, 1.0556626620608072, 0.9891812425426264, 0.9268134908944425, 0.8683112963410866, 0.8134349647437951, 0.7619532186002013, 0.7136431970443459, 0.6682977107857654, 0.6257518475213187, 0.5858551671588428, 0.5484617226638417, 0.5134301037425705, 0.4806234368420344, 0.44990938514998985, 0.42116014859494344, 0.39425246384615337, 0.3690676043136269, 0.34549138014812336, 0.3234141382411539, 0.30273076222497597, 0.2833406724726025, 0.2651583293382902, 0.248129682477252, 0.23218698937161358, 0.2172641809402664, 0.20329814459675657, 0.19022872424928552, 0.17799872030070898, 0.16655388964853782, 0.15584294568493773, 0.1458175582967294, 0.13643235386538743]"
Dead,"[0.20397179650031974, 0.221565272193379, 0.24061501871129826, 0.2612302878555556, 0.28352670362500354, 0.3076266836145225, 0.3336570142392563, 0.36175160999304556, 0.39205126352267516, 0.424698048921619, 0.45983880698404267, 0.49763022207360175, 0.5382254407674827, 0.5817768175771452, 0.6284358054883299, 0.6783438489316618, 0.7316822747191676, 0.7885773399779836, 0.8491366412014925, 0.9134677748830722, 0.9816783375161169, 1.0537956529324752, 1.129940850120418, 1.2102003443371636, 1.2944442370388565, 1.382541399610341, 1.4743607034364459, 1.5697710199019177, 1.668641220391713, 1.7705940070824795, 1.8753321020475653, 1.9825497760549347, 2.091587052108512, 2.201783577141107, 2.3124789980856164, 2.423012961874953, 2.5327251154420125, 2.640955105719499, 2.74709692744986, 2.8500512241480607, 2.9483390116482155, 3.0412686115423497, 3.128188582471722, 3.208447483077613, 3.281393872001381, 3.346376307884178, 3.4027433493675545, 3.4498435550924142, 3.487026089440363, 3.514393296265183, 3.531498497936269, 3.537957112366172, 3.534178051231933, 3.520570226210552, 3.4975425489790695, 3.4655039312143714, 3.4248632845937266, 3.3760295207938356, 3.319411551491683, 3.2554182883648792, 3.1845098772733706, 3.1080417143124066, 3.0272787161890307, 2.942776348363992, 2.8550703581248342, 2.764696492759242, 2.672190499554688, 2.578088125798814, 2.482925118779292, 2.3872372257833945, 2.291560194098963, 2.1964297710137544, 2.1023817038151265, 2.009596440911821, 1.9184731068392864, 1.8296586208385577, 1.7432123464129745, 1.6591912737271173, 1.5776523929456232, 1.498652694233101, 1.4222491677541313, 1.3484988036733796, 1.2774585921554262, 1.2091855233648232, 1.1437365874662646, 1.0811687746243877, 1.0215933260580812, 0.9649348366735637, 0.9108234640447392, 0.8591923318184342, 0.8099874340707345, 0.7631547648778678, 0.7186403183158063, 0.676390088460721, 0.6363500693887829, 0.5984662551759925, 0.5626846398985492, 0.5289512176325388, 0.49721198245399023, 0.46741292843921656, 0.43949425180997537, 0.4131472867954926, 0.3881400101604129, 0.3644594357207893, 0.34206468577275473, 0.32091488261229983, 0.3009691485355006, 0.2821866058384046, 0.26452637681700253, 0.24794758376739878, 0.23240934898564092, 0.21787079476771964, 0.20429104340973936, 0.1916292172077192, 0.17983582234026585, 0.1687066154883894, 0.1581712222554188, 0.14823072112409363, 0.1388641923011278, 0.13005071599320672, 0.1217693724071296, 0.11399924174946818, 0.10671940422705006, 0.09990894004650386, 0.09354692941462872, 0.08761245253805328, 0.08208458962354825, 0.07694242087774228, 0.07214234069408576, 0.06760267321200786, 0.063320323912194, 0.059286779728154215, 0.0554929009206262, 0.051929547750290794, 0.048587580477743586, 0.045457859363722264, 0.04253124466885083, 0.03979859665381014, 0.037250775579252604, 0.0348786417058875, 0.032673055294281994, 0.03062347806400112]"
Infected,"[1.0, 1.0884684088560566, 1.1844578659584635, 1.2885509455121393, 1.401364773440787, 1.5235510443484925, 1.655795249326903, 1.798816044119294, 1.9533638759189487, 2.1202161563816038, 2.3001748827865383, 2.494064260978899, 2.7027258183522513, 2.9269993194156183, 3.1677216443984517, 3.425716732020837, 3.7017858108187296, 3.996706264598074, 4.3111672018608145, 4.6457662257155405, 5.001009433877514, 5.377291345334393, 5.774827562768772, 6.1937272945346935, 6.633836129091581, 7.094717490518261, 7.575652638512963, 8.07564066839333, 8.593398511096364, 9.127359297772587, 9.67546871273758, 10.23519807479655, 10.803690263109893, 11.377761679382093, 11.953902247861743, 12.528275415341565, 13.096718151158306, 13.654740947192861, 14.197787443526964, 14.721258336764803, 15.21994605864553, 15.688985316350871, 16.123890750953684, 16.520556937417936, 16.875258384598716, 17.18464953524224, 17.44576476598582, 17.656018387357914, 17.813236606016964, 17.91630466924359, 17.96511417481151, 17.96004950930195, 17.90198201750711, 17.792270002430204, 17.63275872528544, 17.42578040549803, 17.174154220704168, 16.88118630675104, 16.550669757696877, 16.186817990773964, 15.793165783313876, 15.373663970339297, 14.932388342674972, 14.473215975393632, 13.999825227816027, 13.515695743510895, 13.024108450294952, 12.528145560232955, 12.030690569637642, 11.534428259069697, 11.041844693337886, 10.555227221498948, 10.076601964858456, 9.607453588506528, 9.148991288757337, 8.702280284346365, 8.26824191303233, 7.847653631597187, 7.441149015846135, 7.0492177606076005, 6.672205679733252, 6.310314706097978, 5.963602891599942, 5.631984407160485, 5.3152295466835575, 5.013067595576854, 4.725230431200771, 4.4513737177600055, 4.19113464857223, 3.944131946068084, 3.709965861791179, 3.4882181763980973, 3.2784521996583926, 3.080212770454588, 2.893026256782179, 2.7164005557496265, 2.5498250935783755, 2.3927708256028235, 2.2446902362703613, 2.105101043434134, 1.973644945071411, 1.8499391267872358, 1.733608074950727, 1.6242836631386437, 1.5216051521353868, 1.4252191899329971, 1.3347798117311556, 1.2499484399371834, 1.170393884166044, 1.0957923412403403, 1.0258273951903163, 0.9601900172538534, 0.8985822119451203, 0.8407866071684674, 0.7866078617136656, 0.7358456281448479, 0.6883060547113649, 0.6438017853477842, 0.6021519596738918, 0.56318221299469, 0.5267246763003993, 0.49261797626645715, 0.4607072352535193, 0.4308440713074571, 0.4028865981593625, 0.3766997226913674, 0.35217379081520916, 0.3292180566283799, 0.3077420258794005, 0.2876583982408477, 0.268883067309354, 0.2513351206056077, 0.23493683957435268, 0.21961369958438892, 0.20529436992857195, 0.19191071382381342, 0.17939778841108026, 0.16769384475539573, 0.15674032784583852, 0.14649022922342814, 0.13690810220095895, 0.12795084690770114, 0.11957790949847544]"
Dead,"[0.21567525256335415, 0.23477272247997952, 0.2554896084453404, 0.2779495723891211, 0.30228384551886756, 0.3286305219426644, 0.3571331310489936, 0.38794334390204743, 0.4212189410275724, 0.45711850655247144, 0.4958090890799718, 0.5374637001598486, 0.5822495987562251, 0.6303337272815304, 0.6818760022598749, 0.7370459393761264, 0.7960235000066014, 0.8589215126841392, 0.9258490420657122, 0.9969151528083309, 1.072201646725528, 1.1517105200855617, 1.2356406402937132, 1.323866025709103, 1.416212798838684, 1.512507082189451, 1.6125749982684248, 1.7162426695825133, 1.823206353345526, 1.9329372469662829, 2.0451704962394217, 2.159174364360954, 2.274189344711445, 2.3894559306716694, 2.504214615622274, 2.6177058929440804, 2.729170256017369, 2.837926804300544, 2.9427787645802326, 3.042050965849022, 3.135020079089138, 3.221013348240504, 3.299358017243165, 3.369381330036994, 3.430410530562071, 3.4817728627582483, 3.5227955705659326, 3.5528446877779487, 3.572272932165376, 3.5804613111636314, 3.577427541509792, 3.563674553996151, 3.5397052794148465, 3.506022648558343, 3.463129592218877, 3.411529041188473, 3.3517239262598224, 3.2842171782249068, 3.209504987557054, 3.12843284772768, 3.04282983194922, 2.9534953689059904, 2.8609925796698548, 2.765884585312577, 2.6687345069060484, 2.5701054655220332, 2.470560582232366, 2.370662978108811, 2.270975774223416, 2.1720620916474047, 2.074485051453536, 1.9786108801757791, 1.8846049958902142, 1.793192013146097, 1.70445491156093, 1.6184411651595667, 1.5351982479668038, 1.454773634007438, 1.377214797306209, 1.302569211887942, 1.2308843517775472, 1.1622076909996508, 1.0965867035791348, 1.0340689009360915, 0.9748164623739228, 0.9185106516939925, 0.8648380378474485, 0.8137408804801112, 0.7651614392378576, 0.719041973766565, 0.6753247437121104, 0.6339520087202857, 0.5948660284370249, 0.5580090625081766, 0.5233233705795612, 0.4907512122970843, 0.4602348473066229, 0.43171653525391207, 0.40506848700138676, 0.3797981392923191, 0.35588554811829454, 0.33331158744587697, 0.3120314412163623, 0.2920002933709327, 0.27317332785091253, 0.2555057285975124, 0.23895267955197141, 0.223469364655557, 0.20901096784956508, 0.1955326730750926, 0.18298966427360597, 0.1713275851513174, 0.16035806418696552, 0.15000306274953346, 0.1402523621449916, 0.13108416808447032, 0.12247668627918529, 0.1144081224402953, 0.10685668227904443, 0.0998005715065915, 0.09321799583415213, 0.08708716097285674, 0.08138627263394937, 0.0760935365286457, 0.07118636928476008, 0.066588110039703, 0.06224636414941642, 0.05816224717725049, 0.05432611770416429, 0.05072833431123058, 0.047359255579436876, 0.04420924008974225, 0.04126864642327632, 0.03852783316094133, 0.035977158883838456, 0.03360698217292679, 0.03140766160925068, 0.029369422419080138, 0.027450440109561214, 0.025638432168705094, 0.023945677755619954, 0.022364551086269557]"
Infected,"[1.0, 1.0882655215797692, 1.1840100318755877, 1.2878093959774481, 1.400273075240083, 1.5220440446577084, 1.65379784038405, 1.796241679048772, 1.9501134271745406, 2.116175949506861, 2.2952150675764216, 2.4880350841575347, 2.695458479102596, 2.9183027993835755, 3.157377804363518, 3.413481139251786, 3.687374154803601, 3.9798044361899088, 4.291430473951952, 4.622808932057612, 4.974394647901392, 5.346538807216565, 5.739402497613837, 6.153026205313767, 6.587224629899192, 7.041519320805579, 7.515138677321048, 8.007017948586325, 8.51579923359478, 9.039836069021465, 9.577152188945997, 10.125172369940573, 10.680968863057158, 11.241324126372394, 11.802730824987638, 12.361391831028913, 12.913220223646926, 13.453839289017107, 13.978596787537988, 14.48314857209404, 14.96263546680263, 15.412183555490031, 15.827357391122717, 16.204159995807363, 16.53903286079083, 16.828855946460187, 17.07094768234269, 17.263064967105812, 17.40340316855719, 17.490654295091655, 17.524650079623918, 17.50610396129734, 17.436149173766164, 17.31633100342929, 17.148606789430275, 16.935345923657373, 16.679329850743496, 16.383752068066197, 16.052218125747718, 15.688745626655002, 15.29753293670586, 14.881990792796437, 14.446040754222297, 13.993504904341355, 13.52798922808342, 13.052883611950207, 12.571361844015323, 12.08638161392427, 11.600684512894446, 11.116796033715167, 10.637025570747596, 10.16346641992491, 9.697995778752057, 9.242262822094244, 8.797477423505162, 8.364560650607917, 7.944308395048167, 7.53739234322414, 7.144359976286618, 6.7656345701389675, 6.401515195437116, 6.052176717589542, 5.717669796757341, 5.397920887854084, 5.092732240546009, 4.8017826222102595, 4.5247230551484945, 4.261221023821924, 4.0109091027010075, 3.7734059556729496, 3.548316336041696, 3.335231086527933, 3.133727139269092, 2.9433675158193457, 2.7637013271496054, 2.594263773647532, 2.4345761451175276, 2.2841458207807244, 2.142466269275015, 2.0090170486550165, 1.883280266609638, 1.7649259260910788, 1.6536219939885453, 1.5490172606422774, 1.4507687994363154, 1.3585419667985006, 1.2720104022004732, 1.190856028157677, 1.1147690502293508, 1.0434479570185402, 0.9765995201720848, 0.9139387943806314, 0.855189117378622, 0.8000832892031311, 0.7484070174768604, 0.6999800727354261, 0.6546222596048926, 0.6121591544836709, 0.572422105542518, 0.5352482327245367, 0.5004804277451759, 0.46796735409223045, 0.4375634470258417, 0.4091289135784965, 0.38252973255502826, 0.3576376545326145, 0.33433020186078327, 0.3125010882854267, 0.2920724010860741, 0.27296353818952485, 0.25509656198181135, 0.2383964133642882, 0.22279091175363216, 0.20821075508184242, 0.19458951979624028, 0.18186366085946962, 0.16997251174949626, 0.15885828445960853, 0.14846606949841643, 0.13874383588985373, 0.12964681966499852, 0.12114383603291891, 0.11319695516095664]"
